Country,Destination,MCC,MNC,Coverage,Current Price,List Price,Upcoming Price,Upcoming Effective Date,Offer Price,Discount %,Effective Date (DD-MM-YYYY)
NEW ZEALAND,TWO DEGREES MOBILE,530,"24,28",Y,0,0,,,0,0,42584
