Country,Company,Destination,MCC,MNC,RouteType,Coverage,AN,SC,LN,DR,Restriction
AFGHANISTAN,AFGHAN WIRELESS AFGHANISTAN,AFGHAN WIRELESS,412,01,None,N,Y,N,Y,N,
